gene_id_1005634	tom:BWR18_00660	90.1	384	38	0	18	401	1	384	8.2e-208	729.9
gene_id_101501	erz:ER308_13725	43.7	245	138	0	6	250	20	264	1.0e-51	210.7
gene_id_1021200	rer:RER_21620	65.8	76	26	0	1	76	330	405	2.5e-21	108.2
gene_id_1022045	spon:HME9304_01067	67.2	265	86	1	2	266	13	276	2.1e-103	382.5
gene_id_1027026	apac:S7S_11290	73.9	69	18	0	1	69	345	413	8.3e-23	112.8
gene_id_1029436	sulz:C1J03_17755	82.9	345	59	0	1	345	1	345	1.5e-173	615.9
gene_id_1041040	lul:LPB138_13865	58.5	340	137	3	6	342	4	342	2.8e-111	409.1
gene_id_1046000	sja:SJ2017_3778	68.4	386	122	0	1	386	1	386	6.4e-160	570.9
gene_id_1046747	suld:B5M07_01890	76.0	379	91	0	5	383	7	385	2.8e-173	615.1
gene_id_1053660	cza:CYCME_0540	100.0	371	0	0	1	371	1	371	1.1e-219	769.2
gene_id_1061168	bbd:Belba_3611	51.2	164	80	0	1	164	1	164	5.3e-36	157.9
gene_id_1061818	oct:FTO60_15425	71.4	377	108	0	3	379	1	377	4.2e-161	574.7
gene_id_1063831	foh:FORMA_10320	72.0	82	23	0	7	88	263	344	7.9e-29	133.3
gene_id_1069734	bbt:BBta_3195	78.6	112	24	0	1	112	1	112	6.5e-46	190.3
gene_id_1081635	rhb:NY08_3436	95.4	394	18	0	1	394	1	394	1.6e-224	785.4
gene_id_1082456	pnp:IJ22_02300	45.1	317	169	2	1	312	126	442	3.1e-69	269.2
gene_id_1082461	rdi:CMV14_07535	61.9	441	167	1	1	441	1	440	5.2e-163	581.3
gene_id_1094742	seds:AAY24_08730	74.2	310	80	0	78	387	1	310	3.0e-138	498.8
gene_id_1096808	bic:LMTR13_01200	50.3	304	141	3	6	308	4	298	5.3e-82	311.6
gene_id_1100642	rhz:RHPLAN_23770	77.0	444	101	1	6	449	5	447	6.6e-198	697.2
gene_id_1110324	oai:OLEAN_C23040	92.0	376	30	0	1	376	1	376	2.7e-205	721.5
gene_id_1120771	paut:Pdca_01200	47.7	384	192	3	4	383	1	379	9.9e-101	374.4
gene_id_1124039	tje:TJEJU_0991	58.6	343	141	1	1	343	1	342	4.3e-112	411.8
gene_id_1124313	rhz:RHPLAN_23770	77.2	438	100	0	3	440	2	439	1.6e-199	702.6
gene_id_1127892	ome:OLMES_3727	74.0	50	13	0	1	50	1	50	8.4e-18	95.9
gene_id_1127894	ome:OLMES_3728	51.8	398	191	1	13	409	3	400	4.2e-122	445.3
gene_id_113464	ome:OLMES_3727	74.0	50	13	0	1	50	1	50	4.9e-18	96.7
gene_id_113465	ome:OLMES_3728	56.7	335	144	1	1	334	66	400	7.1e-104	384.4
gene_id_1135732	rbm:TEF_20905	60.8	286	108	3	1	283	1	285	1.3e-98	366.7
gene_id_1136523	apb:SAR116_0246	95.7	257	11	0	1	257	1	257	1.0e-142	513.1
gene_id_1136625	rhg:EXZ61_07005	89.4	385	41	0	1	385	1	385	7.4e-206	723.4
gene_id_1137965	sphy:CHN51_07015	87.6	218	27	0	1	218	1	218	2.0e-107	395.6
gene_id_1138980	daa:AKL17_4608	68.8	365	111	1	11	375	22	383	7.3e-142	510.8
gene_id_1148023	tol:TOL_2658	86.3	161	22	0	1	161	226	386	2.6e-72	278.5
gene_id_1153801	rok:RAK1035_1884	99.4	172	1	0	1	172	1	172	1.8e-95	355.5
gene_id_1155318	malg:MALG_00969	81.8	176	32	0	1	176	1	176	2.8e-75	288.5
gene_id_1157590	spmi:K663_17886	40.2	286	164	4	1	279	1	286	9.4e-57	227.6
gene_id_1157593	ttr:Tter_0396	50.0	286	142	1	6	290	1	286	5.8e-78	298.1
gene_id_1160167	oct:FTO60_15425	66.5	376	122	1	4	375	2	377	3.6e-149	535.0
gene_id_1160644	sfla:SPHFLASMR4Y_00404	46.2	238	127	1	1	238	1	237	6.1e-57	228.0
gene_id_1161046	sdf:ACG33_00250	43.0	286	162	1	6	290	10	295	3.7e-64	252.3
gene_id_1165935	ndo:DDD_1421	34.7	193	102	5	5	174	123	314	6.6e-21	107.8
gene_id_1173461	spon:HME9304_01067	66.3	309	103	1	1	309	77	384	6.5e-120	437.6
gene_id_1176772	erz:ER308_13655	36.8	340	210	3	1	338	3	339	1.5e-64	253.8
gene_id_117706	suli:C1J05_06965	85.1	181	26	1	1	180	1	181	1.3e-88	332.8
gene_id_1179009	seds:AAY24_08730	86.0	136	19	0	77	212	1	136	4.5e-64	251.5
gene_id_1181658	suld:B5M07_01890	77.7	373	83	0	5	377	13	385	1.8e-172	612.5
gene_id_1182632	rid:RIdsm_02192	79.1	206	43	0	2	207	39	244	1.9e-91	342.4
gene_id_1189015	ome:OLMES_3728	48.9	370	187	2	30	397	17	386	1.3e-96	360.5
gene_id_119204	meta:Y590_22185	71.0	373	108	0	1	373	1	373	5.0e-167	594.3
gene_id_1194482	taw:EI545_11010	84.4	212	33	0	1	212	174	385	8.5e-103	380.2
gene_id_1195113	seds:AAY24_08730	55.9	236	102	2	1	234	65	300	3.6e-73	282.0
gene_id_1203861	for:FORMB_10180	66.0	268	91	0	1	268	1	268	2.5e-99	369.0
gene_id_120503	rbm:TEF_12905	57.3	295	126	0	1	295	15	309	1.2e-99	370.2
gene_id_1211607	oai:OLEAN_C34450	85.1	74	11	0	1	74	319	392	4.4e-30	137.1
gene_id_121235	apac:S7S_11290	62.5	104	39	0	3	106	26	129	9.9e-28	129.8
gene_id_1213332	fla:SY85_18695	48.1	341	175	2	1	341	1	339	2.4e-86	326.2
gene_id_1213429	hdn:Hden_0732	45.0	160	82	2	6	164	24	178	1.6e-27	129.8
gene_id_1214465	celz:E5225_04630	37.8	196	112	2	1	187	117	311	1.3e-35	156.8
gene_id_1219462	pow:IJ21_33630	47.7	377	194	2	1	374	1	377	4.2e-105	388.7
gene_id_1222708	sil:SPO3449	70.7	266	77	1	4	269	110	374	3.7e-111	408.3
gene_id_1223078	rhz:RHPLAN_45990	53.9	256	117	1	1	255	123	378	1.4e-80	306.6
gene_id_1224113	stsi:A4E84_37300	60.8	311	121	1	10	319	3	313	2.4e-109	402.5
gene_id_1224959	apac:S7S_11290	66.6	392	131	0	3	394	26	417	5.5e-156	557.8
gene_id_1238852	ptp:RCA23_c16500	87.8	335	41	0	5	339	1	335	6.5e-174	617.1
gene_id_1242710	adi:B5T_00721	86.4	367	49	1	1	367	1	366	3.6e-194	684.5
gene_id_1246895	lvs:LOKVESSMR4R_01987	85.8	261	37	0	1	261	124	384	6.7e-134	483.8
gene_id_1247348	pcq:PcP3B5_31900	38.3	397	218	10	10	397	6	384	3.1e-59	236.5
gene_id_1248409	hoh:Hoch_0437	64.2	341	122	0	1	341	41	381	8.4e-129	467.2
gene_id_1248659	apac:S7S_11290	61.0	387	151	0	3	389	26	412	2.2e-136	492.7
gene_id_1257985	hat:RC74_05540	68.2	333	106	0	4	336	2	334	1.6e-132	479.6
gene_id_1260070	rhb:NY08_3862	97.8	90	2	0	1	90	222	311	3.3e-40	171.0
gene_id_1265577	sagu:CDO87_07670	83.8	383	62	0	1	383	1	383	3.2e-193	681.4
gene_id_1271060	spkc:KC8_10965	41.4	295	172	1	1	294	7	301	6.3e-64	251.5
gene_id_1279851	hdn:Hden_0732	46.0	398	174	5	2	358	3	400	4.4e-91	342.0
gene_id_1284733	micc:AUP74_02288	50.0	248	122	1	1	248	41	286	1.1e-61	243.8
gene_id_1285580	hahe:ENC22_09175	44.8	105	53	2	2	101	255	359	2.0e-15	89.0
gene_id_1285917	ttr:Tter_0396	53.4	290	131	3	1	289	1	287	3.4e-86	325.5
gene_id_1286886	apac:S7S_11290	67.5	388	126	0	3	390	26	413	2.5e-161	575.5
gene_id_1288650	osg:BST96_16065	74.1	316	82	0	5	320	4	319	1.1e-141	510.0
gene_id_128944	oct:FTO60_10890	59.8	291	115	2	5	294	1	290	3.1e-87	328.9
gene_id_1293009	tol:TOL_2658	72.9	255	69	0	1	255	1	255	4.1e-104	384.8
gene_id_1293809	oai:OLEAN_C23040	82.9	374	64	0	4	377	3	376	1.9e-190	672.2
gene_id_1294381	suam:BOO69_05895	62.6	262	94	2	1	259	1	261	2.0e-82	312.8
gene_id_1298085	llp:GH975_01255	68.0	97	31	0	5	101	7	103	3.7e-32	144.4
gene_id_1319005	thin:CRN91_01165	100.0	345	0	0	1	345	1	345	1.4e-203	715.7
gene_id_1326056	spht:K426_23829	59.5	158	64	0	1	158	1	158	1.8e-49	202.6
gene_id_1327652	tje:TJEJU_0991	59.5	343	138	1	8	350	1	342	3.7e-111	408.7
gene_id_1327712	zal:AZF00_08230	84.8	388	59	0	1	388	1	388	1.5e-201	709.1
gene_id_1335197	sti:Sthe_3115	41.7	266	145	5	1	264	67	324	6.5e-52	211.5
gene_id_1336362	bju:BJ6T_17100	55.2	181	81	0	1	181	253	433	1.8e-53	216.1
gene_id_1345472	ttr:Tter_0396	45.2	283	137	4	1	268	1	280	1.0e-60	240.7
gene_id_1348713	cuh:BJN34_36045	51.8	245	108	4	1	244	115	350	1.2e-61	243.8
gene_id_1349322	sphy:CHN51_07015	61.6	367	140	1	6	371	2	368	1.0e-130	473.8
gene_id_1352823	lul:LPB138_13865	41.0	346	201	2	1	344	1	345	1.3e-68	267.3
gene_id_1355174	tom:BWR18_15845	82.3	226	40	0	1	226	153	378	7.6e-110	403.7
gene_id_1358650	hdn:Hden_0732	53.0	134	57	2	6	133	269	402	1.1e-34	153.3
gene_id_1362068	ttr:Tter_0396	48.8	293	139	6	1	289	1	286	2.4e-71	276.2
gene_id_1363023	pap:PSPA7_3808	87.4	198	25	0	1	198	178	375	9.2e-99	366.7
gene_id_1363917	abai:IMCC26256_111326	44.4	297	160	5	1	293	2	297	9.3e-63	247.7
gene_id_1365405	sti:Sthe_3115	44.0	323	171	5	1	321	10	324	5.8e-71	275.0
gene_id_1366557	pseb:EOK75_07930	61.5	299	115	0	3	301	5	303	3.4e-105	388.7
gene_id_1369451	zal:AZF00_02925	89.1	55	6	0	1	55	1	55	1.4e-25	121.7
gene_id_1369452	zal:AZF00_02930	96.1	387	15	0	1	387	1	387	1.0e-223	782.7
gene_id_136966	fri:FraEuI1c_0833	59.2	289	114	3	1	288	1	286	5.0e-93	348.2
gene_id_1371210	seds:AAY24_08730	63.2	193	70	1	1	192	108	300	5.4e-72	277.7
gene_id_1371291	abo:ABO_0122	100.0	116	0	0	1	116	267	382	8.0e-63	246.5
gene_id_13722	maq:Maqu_0440	91.2	238	21	0	1	238	170	407	1.2e-116	426.4
gene_id_1374147	hdn:Hden_0732	49.9	405	173	5	2	376	3	407	1.0e-103	384.0
gene_id_1376049	hhy:Halhy_3303	59.2	343	139	1	1	342	1	343	2.6e-117	429.1
gene_id_1378463	ttr:Tter_0396	50.6	269	133	0	3	271	1	269	2.1e-74	286.2
gene_id_1380307	tom:BWR18_15845	68.9	106	33	0	1	106	150	255	3.5e-33	147.9
gene_id_1384415	kak:Kalk_12730	60.9	335	129	2	1	334	1	334	3.5e-111	408.7
gene_id_1390202	aht:ANTHELSMS3_00594	77.1	70	16	0	1	70	315	384	1.3e-26	125.6
gene_id_139188	for:FORMB_10180	84.7	346	53	0	1	346	1	346	3.3e-173	614.8
gene_id_1396912	amr:AM1_1622	76.1	176	42	0	6	181	12	187	1.2e-73	283.1
gene_id_1398033	rbm:TEF_20905	56.3	268	117	0	1	268	1	268	2.0e-91	342.8
gene_id_1402626	red:roselon_00871	73.7	377	99	0	1	377	1	377	9.2e-169	600.1
gene_id_1407057	rbm:TEF_02495	60.0	225	90	0	1	225	1	225	3.9e-74	285.0
gene_id_1408104	gbi:PG2T_12610	51.5	375	175	1	16	390	15	382	9.4e-108	397.5
gene_id_1410295	aht:ANTHELSMS3_00166	82.6	109	19	0	1	109	269	377	3.2e-53	214.5
gene_id_1413159	upv:EJN92_10155	44.6	251	139	0	2	252	451	701	2.9e-57	229.2
gene_id_1414991	rhz:RHPLAN_33910	72.9	435	118	0	3	437	19	453	3.7e-185	654.8
gene_id_1415020	rul:UC8_52230	76.9	52	12	0	1	52	1	52	1.3e-17	95.1
gene_id_141665	oai:OLEAN_C23040	93.3	60	4	0	1	60	317	376	2.2e-27	127.9
gene_id_142019	taw:EI545_11010	88.1	385	46	0	1	385	1	385	6.2e-205	720.3
gene_id_1423629	spon:HME9304_01067	63.6	55	20	0	9	63	12	66	2.8e-14	84.3
gene_id_142764	for:FORMB_10180	67.8	345	111	0	1	345	1	345	1.0e-137	496.9
gene_id_1434296	bgq:X265_38975	57.4	209	86	1	1	209	226	431	1.6e-61	243.0
gene_id_1439568	mit:OCO_10790	64.2	176	63	0	1	176	4	179	1.5e-57	229.6
gene_id_1443904	spon:HME9304_01067	71.7	92	26	0	2	93	4	95	9.9e-32	142.9
gene_id_1449098	non:NOS3756_46960	58.1	296	123	1	3	297	6	301	7.1e-95	354.4
gene_id_1451066	for:FORMB_10180	68.1	317	101	0	1	317	1	317	6.2e-126	457.6
gene_id_1459036	oct:FTO60_03175	91.5	211	18	0	1	211	178	388	5.2e-113	414.1
gene_id_1459962	smai:EXU30_04690	40.1	367	214	4	4	368	6	368	1.7e-69	270.4
gene_id_1470476	boo:E2K80_07810	84.9	384	58	0	1	384	1	384	8.7e-199	699.9
gene_id_1471921	nno:NONO_c30500	69.5	174	53	0	1	174	265	438	1.5e-65	256.1
gene_id_1476020	hdn:Hden_0732	63.2	95	30	1	1	90	318	412	1.8e-28	132.1
gene_id_1478121	aym:YM304_13810	79.3	300	62	0	4	303	1	300	8.6e-141	506.9
gene_id_1480073	cyy:CPC19_02575	68.7	361	113	0	2	362	1	361	2.3e-148	532.3
gene_id_1480900	woc:BA177_08740	59.6	230	93	0	2	231	99	328	2.5e-76	292.4
gene_id_1483739	rhz:RHPLAN_23770	76.2	442	105	0	5	446	4	445	1.8e-200	705.7
gene_id_1484313	dok:MED134_09286	98.0	147	3	0	1	147	1	147	2.2e-73	282.0
gene_id_1490403	hdn:Hden_0732	61.2	188	59	2	3	176	224	411	8.8e-62	243.8
gene_id_1491672	sfla:SPHFLASMR4Y_00404	53.6	390	180	1	1	390	1	389	9.3e-119	434.1
gene_id_1493869	rbm:TEF_06305	49.0	314	159	1	4	316	1	314	4.9e-86	325.1
gene_id_1498743	tcu:Tcur_2701	31.7	312	203	4	13	320	20	325	8.5e-38	164.9
gene_id_1499512	hdn:Hden_0732	52.5	263	120	4	1	261	1	260	2.0e-74	286.2
gene_id_1501826	aym:YM304_06870	54.2	312	140	3	3	312	7	317	6.2e-94	351.3
gene_id_1502772	mad:HP15_2574	95.8	407	17	0	1	407	1	407	6.8e-234	816.6
gene_id_1503768	oai:OLEAN_C23040	93.4	61	4	0	1	61	316	376	3.1e-27	127.5
gene_id_1506556	apac:S7S_11290	63.8	213	77	0	2	214	81	293	1.3e-74	286.6
gene_id_1507158	tom:BWR18_00660	85.9	384	54	0	1	384	1	384	6.2e-197	693.7
gene_id_1508245	apac:S7S_11290	46.6	253	135	0	7	259	43	295	2.8e-60	239.2
gene_id_1509005	suam:BOO69_05895	68.5	337	104	2	1	336	1	336	8.6e-126	457.2
gene_id_150959	mmai:sS8_2255	57.1	340	138	2	3	337	12	348	4.8e-108	398.3
gene_id_1512962	bid:Bind_2556	58.7	196	78	2	2	195	245	439	6.2e-61	241.1
gene_id_1516417	for:FORMB_10180	61.6	341	131	0	1	341	1	341	8.4e-116	424.1
gene_id_1518338	cyq:Q91_2049	68.0	50	16	0	7	56	7	56	9.0e-12	75.9
gene_id_1528441	rhz:RHPLAN_23770	79.8	193	39	0	5	197	4	196	1.2e-87	329.7
gene_id_153210	brk:CWS35_04795	62.1	206	78	0	1	206	154	359	8.1e-74	283.9
gene_id_15336	oct:FTO60_03175	91.5	212	18	0	1	212	178	389	6.2e-114	417.2
gene_id_1534335	gbi:PG2T_14050	71.7	127	36	0	7	133	227	353	1.5e-50	206.1
gene_id_1538439	suam:BOO69_16800	77.1	376	86	0	8	383	8	383	2.1e-176	625.5
gene_id_1538470	toy:FO059_00810	40.4	203	120	1	1	202	101	303	1.5e-40	173.3
gene_id_1539980	ttr:Tter_0396	50.2	289	142	1	1	289	1	287	9.2e-84	317.4
gene_id_1550675	lvs:LOKVESSMR4R_03748	90.5	379	36	0	1	379	1	379	4.4e-195	687.6
gene_id_1551078	ntr:B0W44_12135	50.7	223	102	4	1	215	189	411	1.8e-52	213.0
gene_id_1553392	oho:Oweho_0550	49.5	275	139	0	3	277	68	342	4.1e-76	292.0
gene_id_155389	npp:PP1Y_AT28907	60.2	108	43	0	2	109	4	111	1.4e-29	136.0
gene_id_1553962	pna:Pnap_4185	37.0	381	237	3	10	390	361	738	7.1e-61	241.9
gene_id_1554	mad:HP15_2574	99.5	422	2	0	1	422	1	422	3.2e-247	860.9
gene_id_1554855	ndk:I601_1337	80.5	297	57	1	3	299	17	312	2.7e-139	501.9
gene_id_1561071	sti:Sthe_3115	43.5	331	177	5	1	329	2	324	1.3e-73	283.9
gene_id_1562882	mts:MTES_2311	34.1	293	174	7	10	297	14	292	2.1e-41	176.8
gene_id_1565682	rid:RIdsm_00089	78.8	208	44	0	1	208	1	208	2.1e-90	339.0
gene_id_1566635	pom:MED152_06505	71.5	344	98	0	1	344	1	344	8.2e-140	503.8
gene_id_1568993	halc:EY643_09655	43.5	310	158	3	1	308	8	302	1.6e-65	256.9
gene_id_1570349	oai:OLEAN_C23040	64.1	329	110	3	3	330	54	375	6.1e-116	424.5
gene_id_1574225	mpq:ABA45_17515	86.2	87	12	0	1	87	341	427	4.7e-39	167.2
gene_id_1575365	rbm:TEF_18845	53.1	324	141	1	1	313	12	335	2.4e-98	365.9
gene_id_1582927	oai:OLEAN_C23040	92.3	376	29	0	1	376	1	376	1.7e-207	728.8
gene_id_158452	psl:Psta_4360	45.7	387	198	2	4	390	1	375	3.6e-94	352.4
gene_id_1587277	suam:BOO69_16800	85.4	383	56	0	1	383	1	383	3.9e-199	701.0
gene_id_1588609	suam:BOO69_16800	74.4	383	98	0	1	383	1	383	7.7e-179	633.6
gene_id_1588646	rbm:TEF_02495	57.5	301	126	1	1	299	1	301	5.6e-92	344.7
gene_id_159097	nca:Noca_0849	34.8	273	160	4	22	278	23	293	9.8e-41	174.5
gene_id_1591295	brk:CWS35_04795	68.3	356	113	0	1	356	1	356	1.6e-144	519.6
gene_id_1595982	roh:FIU89_06770	53.7	337	151	3	3	337	6	339	4.4e-85	322.0
gene_id_1596113	erz:ER308_13655	38.9	334	201	3	5	336	3	335	1.9e-67	263.5
gene_id_1604017	teh:GKE56_13545	61.8	55	21	0	1	55	1	55	3.3e-14	84.0
gene_id_1612396	suam:BOO69_16800	76.5	383	90	0	1	383	1	383	2.1e-176	625.5
gene_id_1617043	oai:OLEAN_C34450	78.1	228	50	0	1	228	1	228	1.6e-99	369.4
gene_id_1620191	cyq:Q91_2049	100.0	361	0	0	1	361	1	361	2.5e-208	731.5
gene_id_1623247	bsan:CHH28_13540	59.4	367	141	4	14	379	13	372	9.8e-118	430.6
gene_id_1625182	apac:S7S_11290	59.7	77	31	0	3	79	26	102	4.8e-19	100.5
gene_id_1626170	maru:FIU81_15260	68.5	368	115	1	10	377	4	370	4.4e-155	554.7
gene_id_1639108	pseb:EOK75_07930	71.8	379	107	0	1	379	1	379	4.8e-165	587.8
gene_id_1639445	abo:ABO_2707	100.0	404	0	0	1	404	1	404	6.9e-239	833.2
gene_id_1644416	smaz:LH19_27265	94.9	369	19	0	1	369	1	369	1.4e-209	735.7
gene_id_1644927	dok:MED134_09286	61.7	206	79	0	1	206	1	206	3.4e-64	251.9
gene_id_1647910	hmc:HYPMC_3544	31.9	301	186	8	16	304	23	316	2.6e-36	159.8
gene_id_1649426	gom:D7316_02315	77.7	94	21	0	4	97	59	152	1.1e-37	163.7
gene_id_1653524	rid:RIdsm_00089	79.1	378	77	1	5	380	2	379	8.1e-181	640.2
gene_id_1654623	msx:AU14_05070	56.1	360	149	4	2	360	28	379	4.9e-111	408.3
gene_id_1660380	noy:EXE57_11480	58.9	465	182	4	6	461	5	469	2.6e-157	562.4
gene_id_1662702	abo:ABO_0122	98.6	282	4	0	1	282	15	296	3.0e-164	584.7
gene_id_1665448	rbm:TEF_19605	57.8	275	115	1	14	288	1	274	9.5e-89	334.0
gene_id_1669800	win:WPG_1326	65.1	344	120	0	1	344	5	348	2.3e-129	469.2
gene_id_1675172	plk:CIK06_17785	52.4	185	85	1	5	186	3	187	2.8e-49	202.2
gene_id_1684103	bgq:X265_38975	57.0	435	184	1	1	435	1	432	2.2e-150	539.3
gene_id_1684469	tor:R615_11545	100.0	383	0	0	1	383	1	383	4.0e-228	797.3
gene_id_1686841	non:NOS3756_05280	51.7	356	164	4	1	349	1	355	5.8e-96	358.2
